TYPE,YEAR,MONTH,HUNDRED_BLOCK,STREET_NAME,NEIGHBOURHOOD
Other Theft,2013,9,10XX, ALBERNI ST,West End
Other Theft,2013,8,10XX, ALBERNI ST,West End
Other Theft,2013,6,10XX, ALBERNI ST,West End
Other Theft,2013,5,10XX, ALBERNI ST,West End
Other Theft,2013,9,10XX, ALBERNI ST,West End
Other Theft,2013,8,10XX, ALBERNI ST,West End
Other Theft,2013,9,10XX, ALBERNI ST,West End
Other Theft,2013,4,10XX, ALBERNI ST,West End
Other Theft,2013,3,10XX, ALBERNI ST,West End
Other Theft,2013,11,10XX, ALBERNI ST,West End
Break and Enter Residential/Other,2013,1,10XX, ALBERNI ST,West End
Mischief,2013,6,10XX, ALBERNI ST,West End
Mischief,2013,11,10XX, ALBERNI ST,West End
Mischief,2013,5,10XX, ALBERNI ST,West End
Mischief,2013,1,10XX, ALBERNI ST,West End
Mischief,2013,7,10XX, ALBERNI ST,West End
Theft of Vehicle,2013,11,10XX, ALBERNI ST,West End
Theft of Vehicle,2013,1,10XX, ALBERNI ST,West End
Theft from Vehicle,2013,2,10XX, ALBERNI ST,West End
Theft from Vehicle,2013,2,10XX, ALBERNI ST,West End
Break and Enter Commercial,2013,6,10XX, ALBERNI ST,West End
Break and Enter Commercial,2013,11,10XX, ALBERNI ST,West End
Break and Enter Commercial,2013,7,10XX, ALBERNI ST,West End
Break and Enter Commercial,2013,11,10XX, ALBERNI ST,West End
Break and Enter Commercial,2013,9,10XX, ALBERNI ST,West End
Theft from Vehicle,2013,7,10XX, BALFOUR AVE,Shaughnessy
Theft from Vehicle,2013,2,10XX, BARCLAY ST,West End
Theft from Vehicle,2013,5,10XX, BARCLAY ST,West End
Other Theft,2013,5,10XX, BARCLAY ST,West End
Other Theft,2013,9,10XX, BARCLAY ST,West End
Other Theft,2013,9,10XX, BARCLAY ST,West End
Break and Enter Residential/Other,2013,9,10XX, BARCLAY ST,West End
Mischief,2013,3,10XX, BARCLAY ST,West End
Mischief,2013,4,10XX, BARCLAY ST,West End
Break and Enter Commercial,2013,4,10XX, BARCLAY ST,West End
Theft from Vehicle,2013,5,10XX, BARCLAY ST,West End
Theft from Vehicle,2013,6,10XX, BARCLAY ST,West End
Theft from Vehicle,2013,4,10XX, BARCLAY ST,West End
Theft from Vehicle,2013,11,10XX, BARCLAY ST,West End
Theft from Vehicle,2013,2,10XX, BEACH AVE,Central Business District
Theft from Vehicle,2013,2,10XX, BEACH AVE,Central Business District
Theft from Vehicle,2013,3,10XX, BEACH AVE,Central Business District
Theft from Vehicle,2013,3,10XX, BEACH AVE,Central Business District
Theft from Vehicle,2013,4,10XX, BEACH AVE,Central Business District
Theft from Vehicle,2013,7,10XX, BEACH AVE,Central Business District
Other Theft,2013,3,10XX, BEACH AVE,Central Business District
Other Theft,2013,2,10XX, BEACH AVE,Central Business District
Other Theft,2013,6,10XX, BEACH AVE,Central Business District
Other Theft,2013,12,10XX, BEACH AVE,Central Business District
Other Theft,2013,4,10XX, BEACH AVE,Central Business District
Other Theft,2013,3,10XX, BEACH AVE,Central Business District
Other Theft,2013,8,10XX, BEACH AVE,West End
Other Theft,2013,7,10XX, BEACH AVE,West End
Other Theft,2013,6,10XX, BEACH AVE,West End
Other Theft,2013,6,10XX, BEACH AVE,West End
Other Theft,2013,5,10XX, BEACH AVE,West End
Other Theft,2013,5,10XX, BEACH AVE,West End
Other Theft,2013,1,10XX, BEACH AVE,West End
Other Theft,2013,10,10XX, BEACH AVE,West End
Other Theft,2013,9,10XX, BEACH AVE,West End
Other Theft,2013,9,10XX, BEACH AVE,West End
Other Theft,2013,8,10XX, BEACH AVE,West End
Other Theft,2013,7,10XX, BEACH AVE,West End
Other Theft,2013,6,10XX, BEACH AVE,West End
Other Theft,2013,5,10XX, BEACH AVE,West End
Other Theft,2013,5,10XX, BEACH AVE,West End
Other Theft,2013,5,10XX, BEACH AVE,West End
Other Theft,2013,3,10XX, BEACH AVE,West End
Other Theft,2013,3,10XX, BEACH AVE,West End
Other Theft,2013,2,10XX, BEACH AVE,West End
Break and Enter Residential/Other,2013,12,10XX, BEACH AVE,Central Business District
Theft from Vehicle,2013,1,10XX, BEACH AVE,West End
Theft from Vehicle,2013,5,10XX, BEACH AVE,West End
Theft from Vehicle,2013,6,10XX, BEACH AVE,West End
Theft from Vehicle,2013,6,10XX, BEACH AVE,West End
Theft from Vehicle,2013,8,10XX, BEACH AVE,West End
Theft from Vehicle,2013,10,10XX, BEACH AVE,West End
Theft from Vehicle,2013,10,10XX, BEACH AVE,West End
Theft from Vehicle,2013,10,10XX, BEACH AVE,West End
Theft from Vehicle,2013,2,10XX, BEACH AVE,Central Business District
Mischief,2013,8,10XX, BEACH AVE,Central Business District
Mischief,2013,3,10XX, BEACH AVE,Central Business District
Mischief,2013,12,10XX, BEACH AVE,West End
Mischief,2013,5,10XX, BEACH AVE,West End
Mischief,2013,1,10XX, BEACH AVE,West End
Break and Enter Commercial,2013,8,10XX, BEACH AVE,Central Business District
Break and Enter Commercial,2013,4,10XX, BEACH AVE,Central Business District
Other Theft,2013,7,10XX, BROUGHTON ST,West End
Theft from Vehicle,2013,9,10XX, BROUGHTON ST,West End
Break and Enter Residential/Other,2013,4,10XX, BROUGHTON ST,West End
Break and Enter Residential/Other,2013,9,10XX, BROUGHTON ST,West End
Break and Enter Residential/Other,2013,9,10XX, BROUGHTON ST,West End
Theft from Vehicle,2013,10,10XX, BROUGHTON ST,West End
Mischief,2013,4,10XX, BROUGHTON ST,West End
Mischief,2013,2,10XX, BROUGHTON ST,West End
Break and Enter Commercial,2013,7,10XX, BROUGHTON ST,West End
Break and Enter Commercial,2013,11,10XX, BROUGHTON ST,West End
Other Theft,2013,11,10XX, BURNABY ST,West End
Other Theft,2013,10,10XX, BURNABY ST,West End
Other Theft,2013,6,10XX, BURNABY ST,West End
Other Theft,2013,9,10XX, BURNABY ST,West End
Other Theft,2013,11,10XX, BURNABY ST,West End
Break and Enter Residential/Other,2013,8,10XX, BURNABY ST,West End
Break and Enter Residential/Other,2013,10,10XX, BURNABY ST,West End
Theft from Vehicle,2013,6,10XX, BURNABY ST,West End
Theft from Vehicle,2013,9,10XX, BURNABY ST,West End
Theft from Vehicle,2013,11,10XX, BURNABY ST,West End
Mischief,2013,1,10XX, BURNABY ST,West End
Theft from Vehicle,2013,8,10XX, BURNABY ST,West End
Break and Enter Commercial,2013,12,10XX, BURNABY ST,West End
Break and Enter Commercial,2013,1,10XX, BURNABY ST,West End
Break and Enter Commercial,2013,6,10XX, BURNABY ST,West End
Break and Enter Commercial,2013,10,10XX, BURNABY ST,West End
Other Theft,2013,8,10XX, BURRARD ST,Central Business District
Other Theft,2013,1,10XX, BURRARD ST,Central Business District
Other Theft,2013,6,10XX, BURRARD ST,West End
Other Theft,2013,3,10XX, BURRARD ST,West End
Other Theft,2013,3,10XX, BURRARD ST,Central Business District
Other Theft,2013,10,10XX, BURRARD ST,Central Business District
Other Theft,2013,8,10XX, BURRARD ST,Central Business District
Other Theft,2013,12,10XX, BURRARD ST,West End
Other Theft,2013,11,10XX, BURRARD ST,West End
Other Theft,2013,11,10XX, BURRARD ST,West End
Other Theft,2013,11,10XX, BURRARD ST,West End
Other Theft,2013,11,10XX, BURRARD ST,West End
Other Theft,2013,11,10XX, BURRARD ST,West End
Other Theft,2013,10,10XX, BURRARD ST,West End
Other Theft,2013,10,10XX, BURRARD ST,West End
Other Theft,2013,9,10XX, BURRARD ST,West End
Other Theft,2013,9,10XX, BURRARD ST,West End
Other Theft,2013,8,10XX, BURRARD ST,West End
Other Theft,2013,8,10XX, BURRARD ST,West End
Other Theft,2013,8,10XX, BURRARD ST,West End
Other Theft,2013,7,10XX, BURRARD ST,West End
Other Theft,2013,7,10XX, BURRARD ST,West End
Other Theft,2013,7,10XX, BURRARD ST,West End
Other Theft,2013,7,10XX, BURRARD ST,West End
Other Theft,2013,6,10XX, BURRARD ST,West End
Other Theft,2013,6,10XX, BURRARD ST,West End
Other Theft,2013,6,10XX, BURRARD ST,West End
Other Theft,2013,5,10XX, BURRARD ST,West End
Other Theft,2013,3,10XX, BURRARD ST,West End
Other Theft,2013,3,10XX, BURRARD ST,West End
Other Theft,2013,3,10XX, BURRARD ST,West End
Other Theft,2013,2,10XX, BURRARD ST,West End
Other Theft,2013,2,10XX, BURRARD ST,West End
Other Theft,2013,2,10XX, BURRARD ST,West End
Other Theft,2013,2,10XX, BURRARD ST,West End
Other Theft,2013,1,10XX, BURRARD ST,West End
Other Theft,2013,1,10XX, BURRARD ST,West End
Theft from Vehicle,2013,4,10XX, BURRARD ST,Central Business District
Theft from Vehicle,2013,1,10XX, BURRARD ST,Central Business District
Break and Enter Residential/Other,2013,3,10XX, BURRARD ST,West End
Break and Enter Residential/Other,2013,5,10XX, BURRARD ST,West End
Break and Enter Residential/Other,2013,10,10XX, BURRARD ST,West End
Break and Enter Residential/Other,2013,6,10XX, BURRARD ST,West End
Theft from Vehicle,2013,7,10XX, BURRARD ST,Central Business District
Theft from Vehicle,2013,6,10XX, BURRARD ST,Central Business District
Theft from Vehicle,2013,3,10XX, BURRARD ST,Central Business District
Mischief,2013,11,10XX, BURRARD ST,Central Business District
Mischief,2013,10,10XX, BURRARD ST,West End
Mischief,2013,8,10XX, BURRARD ST,West End
Mischief,2013,7,10XX, BURRARD ST,West End
Mischief,2013,6,10XX, BURRARD ST,West End
Mischief,2013,3,10XX, BURRARD ST,West End
Theft from Vehicle,2013,8,10XX, BURRARD ST,Central Business District
Theft from Vehicle,2013,5,10XX, BURRARD ST,Central Business District
Theft of Vehicle,2013,3,10XX, BURRARD ST,Central Business District
Theft of Vehicle,2013,10,10XX, BURRARD ST,West End
Theft from Vehicle,2013,5,10XX, BURRARD ST,West End
Theft from Vehicle,2013,5,10XX, BURRARD ST,West End
Theft from Vehicle,2013,3,10XX, BURRARD ST,West End
Theft from Vehicle,2013,3,10XX, BURRARD ST,West End
Theft from Vehicle,2013,3,10XX, BURRARD ST,West End
Break and Enter Commercial,2013,8,10XX, BURRARD ST,West End
Break and Enter Commercial,2013,8,10XX, BURRARD ST,West End
Break and Enter Commercial,2013,8,10XX, BURRARD ST,West End
Theft from Vehicle,2013,12,10XX, BURRARD ST,West End
Theft from Vehicle,2013,11,10XX, BURRARD ST,West End
Theft from Vehicle,2013,11,10XX, BURRARD ST,West End
Theft from Vehicle,2013,11,10XX, BURRARD ST,West End
Theft from Vehicle,2013,7,10XX, BURRARD ST,West End
Other Theft,2013,5,10XX, BUTE ST,West End
Other Theft,2013,4,10XX, BUTE ST,West End
Mischief,2013,1,10XX, BUTE ST,West End
Theft from Vehicle,2013,9,10XX, BUTE ST,West End
Other Theft,2013,10,10XX, CAMBIE ST,Central Business District
Other Theft,2013,9,10XX, CAMBIE ST,Central Business District
Other Theft,2013,6,10XX, CAMBIE ST,Central Business District
Other Theft,2013,10,10XX, CAMBIE ST,Central Business District
Other Theft,2013,8,10XX, CAMBIE ST,Central Business District
Break and Enter Residential/Other,2013,2,10XX, CAMBIE ST,Central Business District
Theft from Vehicle,2013,8,10XX, CAMBIE ST,Central Business District
Theft from Vehicle,2013,3,10XX, CAMBIE ST,Central Business District
Theft from Vehicle,2013,11,10XX, CAMBIE ST,Central Business District
Theft from Vehicle,2013,10,10XX, CAMBIE ST,Central Business District
Theft from Vehicle,2013,8,10XX, CAMBIE ST,Central Business District
Theft from Vehicle,2013,7,10XX, CAMBIE ST,Central Business District
Theft from Vehicle,2013,2,10XX, CAMBIE ST,Central Business District
Mischief,2013,6,10XX, CAMBIE ST,Central Business District
Mischief,2013,8,10XX, CAMBIE ST,Central Business District
Theft of Vehicle,2013,10,10XX, CAMBIE ST,Central Business District
Break and Enter Commercial,2013,1,10XX, CAMBIE ST,Central Business District
Other Theft,2013,7,10XX, CANADA PL,Central Business District
Other Theft,2013,12,10XX, CANADA PL,Central Business District
Other Theft,2013,10,10XX, CANADA PL,Central Business District
Other Theft,2013,11,10XX, CANADA PL,Central Business District
Other Theft,2013,10,10XX, CANADA PL,Central Business District
Other Theft,2013,10,10XX, CANADA PL,Central Business District
Other Theft,2013,9,10XX, CANADA PL,Central Business District
Other Theft,2013,9,10XX, CANADA PL,Central Business District
Other Theft,2013,8,10XX, CANADA PL,Central Business District
Other Theft,2013,8,10XX, CANADA PL,Central Business District
Other Theft,2013,7,10XX, CANADA PL,Central Business District
Other Theft,2013,7,10XX, CANADA PL,Central Business District
Other Theft,2013,6,10XX, CANADA PL,Central Business District
Other Theft,2013,6,10XX, CANADA PL,Central Business District
Other Theft,2013,4,10XX, CANADA PL,Central Business District
Other Theft,2013,4,10XX, CANADA PL,Central Business District
Other Theft,2013,2,10XX, CANADA PL,Central Business District
Other Theft,2013,1,10XX, CANADA PL,Central Business District
Other Theft,2013,1,10XX, CANADA PL,Central Business District
Other Theft,2013,12,10XX, CANADA PL,Central Business District
Other Theft,2013,12,10XX, CANADA PL,Central Business District
Other Theft,2013,11,10XX, CANADA PL,Central Business District
Other Theft,2013,9,10XX, CANADA PL,Central Business District
Other Theft,2013,9,10XX, CANADA PL,Central Business District
Other Theft,2013,8,10XX, CANADA PL,Central Business District
Other Theft,2013,8,10XX, CANADA PL,Central Business District
Other Theft,2013,8,10XX, CANADA PL,Central Business District
Other Theft,2013,8,10XX, CANADA PL,Central Business District
Other Theft,2013,7,10XX, CANADA PL,Central Business District
Other Theft,2013,5,10XX, CANADA PL,Central Business District
Other Theft,2013,3,10XX, CANADA PL,Central Business District
Other Theft,2013,3,10XX, CANADA PL,Central Business District
Other Theft,2013,2,10XX, CANADA PL,Central Business District
Other Theft,2013,1,10XX, CANADA PL,Central Business District
Other Theft,2013,1,10XX, CANADA PL,Central Business District
Other Theft,2013,1,10XX, CANADA PL,Central Business District
Other Theft,2013,1,10XX, CANADA PL,Central Business District
Other Theft,2013,8,10XX, CANADA PL,Central Business District
Other Theft,2013,6,10XX, CANADA PL,Central Business District
Other Theft,2013,3,10XX, CANADA PL,Central Business District
Break and Enter Residential/Other,2013,2,10XX, CANADA PL,Central Business District
Break and Enter Residential/Other,2013,7,10XX, CANADA PL,Central Business District
Break and Enter Residential/Other,2013,10,10XX, CANADA PL,Central Business District
Theft from Vehicle,2013,8,10XX, CANADA PL,Central Business District
Theft from Vehicle,2013,12,10XX, CANADA PL,Central Business District
Theft from Vehicle,2013,11,10XX, CANADA PL,Central Business District
Theft from Vehicle,2013,10,10XX, CANADA PL,Central Business District
Mischief,2013,12,10XX, CANADA PL,Central Business District
Mischief,2013,11,10XX, CANADA PL,Central Business District
Mischief,2013,9,10XX, CANADA PL,Central Business District
Mischief,2013,2,10XX, CANADA PL,Central Business District
Mischief,2013,9,10XX, CANADA PL,Central Business District
Mischief,2013,5,10XX, CANADA PL,Central Business District
Break and Enter Commercial,2013,9,10XX, CANADA PL,Central Business District
Break and Enter Commercial,2013,9,10XX, CANADA PL,Central Business District
Break and Enter Commercial,2013,3,10XX, CANADA PL,Central Business District
Break and Enter Commercial,2013,6,10XX, CANADA PL,Central Business District
Break and Enter Commercial,2013,7,10XX, CANADA PL,Central Business District
Break and Enter Commercial,2013,7,10XX, CANADA PL,Central Business District
Other Theft,2013,8,10XX, CHILCO ST,West End
Other Theft,2013,8,10XX, CHILCO ST,West End
Break and Enter Residential/Other,2013,5,10XX, CHILCO ST,West End
Theft from Vehicle,2013,12,10XX, CHILCO ST,West End
Mischief,2013,3,10XX, CHILCO ST,West End
Theft from Vehicle,2013,11,10XX, CLARK DR,Strathcona
Mischief,2013,12,10XX, CLARK DR,Grandview-Woodland
Other Theft,2013,7,10XX, COMMERCIAL DR,Grandview-Woodland
Other Theft,2013,5,10XX, COMMERCIAL DR,Grandview-Woodland
Other Theft,2013,4,10XX, COMMERCIAL DR,Grandview-Woodland
Other Theft,2013,4,10XX, COMMERCIAL DR,Grandview-Woodland
Other Theft,2013,4,10XX, COMMERCIAL DR,Grandview-Woodland
Other Theft,2013,5,10XX, COMMERCIAL DR,Grandview-Woodland
Other Theft,2013,2,10XX, COMMERCIAL DR,Grandview-Woodland
Other Theft,2013,2,10XX, COMMERCIAL DR,Grandview-Woodland
Mischief,2013,8,10XX, COMMERCIAL DR,Grandview-Woodland
Mischief,2013,1,10XX, COMMERCIAL DR,Grandview-Woodland
Other Theft,2013,5,10XX, COMOX ST,West End
Other Theft,2013,1,10XX, COMOX ST,West End
Theft from Vehicle,2013,7,10XX, COMOX ST,West End
Mischief,2013,7,10XX, COMOX ST,West End
Break and Enter Residential/Other,2013,3,10XX, CONNAUGHT DR,Shaughnessy
Other Theft,2013,9,10XX, COTTON DR,Grandview-Woodland
Other Theft,2013,7,10XX, COTTON DR,Grandview-Woodland
Other Theft,2013,6,10XX, COTTON DR,Grandview-Woodland
Other Theft,2013,5,10XX, COTTON DR,Grandview-Woodland
Break and Enter Residential/Other,2013,6,10XX, COTTON DR,Grandview-Woodland
Break and Enter Residential/Other,2013,10,10XX, COTTON DR,Grandview-Woodland
Break and Enter Residential/Other,2013,12,10XX, COTTON DR,Grandview-Woodland
Mischief,2013,1,10XX, COTTON DR,Grandview-Woodland
Theft of Vehicle,2013,5,10XX, COTTON DR,Grandview-Woodland
Theft of Vehicle,2013,5,10XX, COTTON DR,Grandview-Woodland
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,1,10XX, DAVIE ST,West End
Other Theft,2013,11,10XX, DAVIE ST,West End
Other Theft,2013,8,10XX, DAVIE ST,West End
Other Theft,2013,7,10XX, DAVIE ST,West End
Other Theft,2013,12,10XX, DAVIE ST,West End
Other Theft,2013,12,10XX, DAVIE ST,West End
Other Theft,2013,11,10XX, DAVIE ST,West End
Other Theft,2013,11,10XX, DAVIE ST,West End
Other Theft,2013,11,10XX, DAVIE ST,West End
Other Theft,2013,10,10XX, DAVIE ST,West End
Other Theft,2013,10,10XX, DAVIE ST,West End
Other Theft,2013,10,10XX, DAVIE ST,West End
Other Theft,2013,10,10XX, DAVIE ST,West End
Other Theft,2013,10,10XX, DAVIE ST,West End
Other Theft,2013,10,10XX, DAVIE ST,West End
Other Theft,2013,9,10XX, DAVIE ST,West End
Other Theft,2013,9,10XX, DAVIE ST,West End
Other Theft,2013,9,10XX, DAVIE ST,West End
Other Theft,2013,8,10XX, DAVIE ST,West End
Other Theft,2013,8,10XX, DAVIE ST,West End
Other Theft,2013,8,10XX, DAVIE ST,West End
Other Theft,2013,8,10XX, DAVIE ST,West End
Other Theft,2013,8,10XX, DAVIE ST,West End
Other Theft,2013,8,10XX, DAVIE ST,West End
Other Theft,2013,8,10XX, DAVIE ST,West End
Other Theft,2013,8,10XX, DAVIE ST,West End
Other Theft,2013,8,10XX, DAVIE ST,West End
Other Theft,2013,8,10XX, DAVIE ST,West End
Other Theft,2013,7,10XX, DAVIE ST,West End
Other Theft,2013,7,10XX, DAVIE ST,West End
Other Theft,2013,7,10XX, DAVIE ST,West End
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,5,10XX, DAVIE ST,West End
Other Theft,2013,5,10XX, DAVIE ST,West End
Other Theft,2013,5,10XX, DAVIE ST,West End
Other Theft,2013,5,10XX, DAVIE ST,West End
Other Theft,2013,5,10XX, DAVIE ST,West End
Other Theft,2013,5,10XX, DAVIE ST,West End
Other Theft,2013,4,10XX, DAVIE ST,West End
Other Theft,2013,4,10XX, DAVIE ST,West End
Other Theft,2013,4,10XX, DAVIE ST,West End
Other Theft,2013,4,10XX, DAVIE ST,West End
Other Theft,2013,3,10XX, DAVIE ST,West End
Other Theft,2013,1,10XX, DAVIE ST,West End
Other Theft,2013,11,10XX, DAVIE ST,West End
Other Theft,2013,10,10XX, DAVIE ST,West End
Other Theft,2013,4,10XX, DAVIE ST,West End
Other Theft,2013,3,10XX, DAVIE ST,West End
Other Theft,2013,12,10XX, DAVIE ST,West End
Other Theft,2013,2,10XX, DAVIE ST,West End
Other Theft,2013,7,10XX, DAVIE ST,West End
Other Theft,2013,6,10XX, DAVIE ST,West End
Other Theft,2013,9,10XX, DAVIE ST,West End
Other Theft,2013,1,10XX, DAVIE ST,West End
Other Theft,2013,8,10XX, DAVIE ST,West End
Other Theft,2013,9,10XX, DAVIE ST,West End
Other Theft,2013,1,10XX, DAVIE ST,West End
Other Theft,2013,1,10XX, DAVIE ST,West End
Theft from Vehicle,2013,9,10XX, DAVIE ST,West End
Theft from Vehicle,2013,6,10XX, DAVIE ST,West End
Mischief,2013,12,10XX, DAVIE ST,West End
Mischief,2013,7,10XX, DAVIE ST,West End
Mischief,2013,3,10XX, DAVIE ST,West End
Mischief,2013,5,10XX, DAVIE ST,West End
Mischief,2013,2,10XX, DAVIE ST,West End
Mischief,2013,3,10XX, DAVIE ST,West End
Mischief,2013,12,10XX, DAVIE ST,West End
Mischief,2013,2,10XX, DAVIE ST,West End
Mischief,2013,4,10XX, DAVIE ST,West End
Mischief,2013,4,10XX, DAVIE ST,West End
Break and Enter Commercial,2013,6,10XX, DAVIE ST,West End
Break and Enter Commercial,2013,9,10XX, DAVIE ST,West End
Break and Enter Commercial,2013,9,10XX, DAVIE ST,West End
Other Theft,2013,1,10XX, DENMAN ST,West End
Other Theft,2013,11,10XX, DENMAN ST,West End
Other Theft,2013,5,10XX, DENMAN ST,West End
Other Theft,2013,12,10XX, DENMAN ST,West End
Other Theft,2013,1,10XX, DENMAN ST,West End
Other Theft,2013,3,10XX, DENMAN ST,West End
Other Theft,2013,7,10XX, DENMAN ST,West End
Theft from Vehicle,2013,10,10XX, DENMAN ST,West End
Theft from Vehicle,2013,7,10XX, DENMAN ST,West End
Mischief,2013,6,10XX, DENMAN ST,West End
Mischief,2013,9,10XX, DENMAN ST,West End
Mischief,2013,8,10XX, DENMAN ST,West End
Theft of Vehicle,2013,7,10XX, DENMAN ST,West End
Break and Enter Commercial,2013,3,10XX, DENMAN ST,West End
Break and Enter Commercial,2013,3,10XX, DENMAN ST,West End
Break and Enter Commercial,2013,10,10XX, DENMAN ST,West End
Other Theft,2013,2,10XX, DUNSMUIR ST,Central Business District
Other Theft,2013,10,10XX, DUNSMUIR ST,Central Business District
Other Theft,2013,6,10XX, DUNSMUIR ST,Central Business District
Other Theft,2013,2,10XX, DUNSMUIR ST,Central Business District
Other Theft,2013,1,10XX, DUNSMUIR ST,Central Business District
Theft from Vehicle,2013,6,10XX, DUNSMUIR ST,Central Business District
Theft from Vehicle,2013,3,10XX, DUNSMUIR ST,Central Business District
Theft from Vehicle,2013,2,10XX, DUNSMUIR ST,Central Business District
Break and Enter Commercial,2013,8,10XX, DUNSMUIR ST,Central Business District
Break and Enter Residential/Other,2013,6,10XX, E 10TH AVE,Mount Pleasant
Break and Enter Residential/Other,2013,6,10XX, E 10TH AVE,Mount Pleasant
Theft from Vehicle,2013,10,10XX, E 10TH AVE,Mount Pleasant
Theft from Vehicle,2013,7,10XX, E 10TH AVE,Mount Pleasant
Break and Enter Residential/Other,2013,1,10XX, E 11TH AVE,Mount Pleasant
Theft from Vehicle,2013,11,10XX, E 11TH AVE,Mount Pleasant
Theft of Vehicle,2013,8,10XX, E 11TH AVE,Mount Pleasant
Other Theft,2013,1,10XX, E 12TH AVE,Mount Pleasant
Break and Enter Residential/Other,2013,9,10XX, E 13TH AVE,Mount Pleasant
Theft from Vehicle,2013,8,10XX, E 14TH AVE,Mount Pleasant
Other Theft,2013,6,10XX, E 15TH AVE,Mount Pleasant
Theft from Vehicle,2013,6,10XX, E 16TH AVE,Mount Pleasant
Mischief,2013,10,10XX, E 17TH AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,6,10XX, E 18TH AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,11,10XX, E 18TH AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,4,10XX, E 18TH AVE,Kensington-Cedar Cottage
Other Theft,2013,1,10XX, E 20TH AVE,Kensington-Cedar Cottage
Other Theft,2013,1,10XX, E 20TH AVE,Kensington-Cedar Cottage
Break and Enter Residential/Other,2013,7,10XX, E 20TH AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,9,10XX, E 21ST AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,6,10XX, E 21ST AVE,Kensington-Cedar Cottage
Mischief,2013,9,10XX, E 21ST AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,8,10XX, E 22ND AVE,Kensington-Cedar Cottage
Theft of Vehicle,2013,10,10XX, E 22ND AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,10,10XX, E 33RD AVE,Kensington-Cedar Cottage
Break and Enter Residential/Other,2013,11,10XX, E 33RD AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,10,10XX, E 35TH AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,5,10XX, E 39TH AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,7,10XX, E 39TH AVE,Kensington-Cedar Cottage
Break and Enter Residential/Other,2013,7,10XX, E 39TH AVE,Kensington-Cedar Cottage
Other Theft,2013,4,10XX, E 40TH AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,10,10XX, E 40TH AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,3,10XX, E 40TH AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,10,10XX, E 49TH AVE,Sunset
Theft from Vehicle,2013,4,10XX, E 50TH AVE,Sunset
Break and Enter Residential/Other,2013,4,10XX, E 50TH AVE,Sunset
Theft from Vehicle,2013,7,10XX, E 51ST AVE,Sunset
Theft from Vehicle,2013,6,10XX, E 51ST AVE,Sunset
Mischief,2013,4,10XX, E 51ST AVE,Sunset
Theft of Vehicle,2013,11,10XX, E 51ST AVE,Sunset
Break and Enter Residential/Other,2013,6,10XX, E 53RD AVE,Sunset
Theft from Vehicle,2013,4,10XX, E 55TH AVE,Sunset
Break and Enter Residential/Other,2013,4,10XX, E 55TH AVE,Sunset
Break and Enter Commercial,2013,11,10XX, E 55TH AVE,Sunset
Theft from Vehicle,2013,4,10XX, E 56TH AVE,Sunset
Theft from Vehicle,2013,4,10XX, E 57TH AVE,Sunset
Theft from Vehicle,2013,9,10XX, E 57TH AVE,Sunset
Break and Enter Residential/Other,2013,7,10XX, E 57TH AVE,Sunset
Break and Enter Residential/Other,2013,7,10XX, E 57TH AVE,Sunset
Mischief,2013,5,10XX, E 57TH AVE,Sunset
Mischief,2013,5,10XX, E 57TH AVE,Sunset
Theft from Vehicle,2013,2,10XX, E 58TH AVE,Sunset
Other Theft,2013,12,10XX, E 59TH AVE,Sunset
Other Theft,2013,8,10XX, E 59TH AVE,Sunset
Mischief,2013,9,10XX, E 59TH AVE,Sunset
Break and Enter Residential/Other,2013,6,10XX, E 62ND AVE,Sunset
Theft of Vehicle,2013,2,10XX, E 62ND AVE,Sunset
Break and Enter Commercial,2013,4,10XX, E 7TH AVE,Mount Pleasant
Break and Enter Commercial,2013,4,10XX, E 7TH AVE,Mount Pleasant
Theft from Vehicle,2013,11,10XX, E 8TH AVE,Mount Pleasant
Theft from Vehicle,2013,1,10XX, E 8TH AVE,Mount Pleasant
Other Theft,2013,4,10XX, E 8TH AVE,Mount Pleasant
Break and Enter Residential/Other,2013,7,10XX, E 8TH AVE,Mount Pleasant
